question_id,concept_ids
4043,"[1, 8]"
4044,"[11, 1]"
4045,"[11, 1]"
4046,"[10, 1]"
4047,"[10, 1]"
4048,[16]
4049,[16]
4050,[16]
4051,[87]
4052,[87]
4053,[87]
4054,[87]
4055,[87]
4056,[87]
4057,[87]
4058,[87]
4059,[87]
4060,[87]
4061,[89]
4062,[89]
4063,[89]
4064,[89]
4065,[94]
4066,[94]
4067,[94]
4068,"[95, 114]"
4069,[96]
4070,[96]
4071,[104]
4072,[105]
4073,[114]
4074,[115]
4075,[32]
4076,[33]
4077,[33]
4078,[33]
4079,[33]
4080,[33]
4081,[33]
4082,[33]
4083,[33]
4084,[33]
4085,[34]
4086,[35]
4087,[35]
4088,[35]
4089,[35]
4090,[35]
4091,[36]
4092,[36]
4093,[36]
4094,[36]
4095,[40]
4096,[40]
4097,[40]
4098,[40]
4099,[50]
4100,[50]
4101,[50]
4102,[50]
4103,[50]
4104,"[0, 9]"
4105,"[88, 77, 21]"
4106,"[88, 107, 21]"
4107,"[88, 77, 21]"
4108,"[88, 107, 21]"
4109,"[77, 102, 21]"
4110,"[77, 102, 21]"
4111,[82]
4112,[82]
4113,[82]
4114,[82]
4115,[82]
4116,[82]
4117,[82]
4118,[82]
4119,[82]
4120,[82]
4121,[82]
4122,[82]
4123,[82]
4124,[82]
4125,[108]
4126,[108]
4127,"[10, 116]"
4128,"[10, 116]"
4129,"[11, 116]"
4130,"[11, 1]"
4131,"[11, 1]"
4132,"[11, 1]"
4133,"[98, 1]"
4134,"[98, 1]"
4135,"[98, 1]"
4136,"[18, 1]"
4137,"[98, 1]"
4138,"[1, 9]"
4139,"[1, 9]"
4140,"[1, 8]"
4141,"[1, 8]"
4142,"[1, 8]"
4143,"[6, 102]"
4144,"[6, 102]"
4145,"[6, 102]"
4146,[6]
4147,[6]
4148,[6]
4149,[6]
4150,"[6, 102]"
4151,"[6, 102]"
4152,[8]
4153,[8]
4154,[9]
4155,[9]
4156,[9]
4157,[9]
4158,[11]
4159,"[12, 16]"
4160,"[12, 16]"
4161,[18]
4162,[18]
4163,[28]
4164,"[65, 110]"
4165,[87]
4166,[87]
4167,[87]
4168,[87]
4169,[87]
4170,[89]
4171,[89]
4172,[89]
4173,[89]
4174,[94]
4175,[94]
4176,[94]
4177,[94]
4178,[94]
4179,[94]
4180,[102]
4181,"[114, 103]"
4182,"[114, 103]"
4183,[2]
4184,[2]
4185,[33]
4186,[33]
4187,[35]
4188,[35]
4189,[35]
4190,[36]
4191,[53]
4192,[53]
4193,[53]
4194,[53]
4195,[53]
4196,[53]
4197,[53]
4198,[53]
4199,[53]
4200,[53]
4201,[53]
4202,[53]
4203,[76]
4204,[76]
4205,[76]
4206,[76]
4207,[76]
4208,"[0, 9]"
4209,"[0, 11]"
4210,"[0, 9]"
4211,"[102, 21]"
4212,"[77, 102, 21]"
4213,"[88, 77, 106, 21]"
4214,"[77, 102, 21]"
4215,"[77, 102, 21]"
4216,"[88, 77, 106, 21]"
4217,"[88, 107, 21]"
4218,"[88, 77, 21]"
4219,"[88, 107, 21]"
4220,"[88, 77, 21]"
4221,"[102, 21]"
4222,[82]
4223,[82]
4224,[82]
4225,[82]
4226,[82]
4227,"[79, 90]"
4228,"[79, 90]"
4229,"[79, 90]"
4230,"[1, 8]"
4231,"[1, 8]"
4232,"[10, 1]"
4233,"[10, 1]"
4234,"[95, 1]"
4235,[8]
4236,[11]
4237,[12]
4238,[16]
4239,[16]
4240,[16]
4241,[16]
4242,[16]
4243,[16]
4244,[16]
4245,[24]
4246,"[26, 24]"
4247,"[26, 24]"
4248,"[26, 24]"
4249,"[26, 24]"
4250,[29]
4251,[31]
4252,[31]
4253,[31]
4254,[31]
4255,[31]
4256,[31]
4257,[31]
4258,[31]
4259,[31]
4260,[56]
4261,[65]
4262,[81]
4263,[81]
4264,[81]
4265,[81]
4266,[81]
4267,[83]
4268,[83]
4269,[86]
4270,[86]
4271,[86]
4272,[86]
4273,[86]
4274,[86]
4275,[86]
4276,[86]
4277,[86]
4278,[86]
4279,[86]
4280,[86]
4281,[86]
4282,[86]
4283,[86]
4284,[86]
4285,[86]
4286,[87]
4287,[87]
4288,[87]
4289,[87]
4290,[87]
4291,[87]
4292,[87]
4293,[87]
4294,[87]
4295,[87]
4296,[87]
4297,[87]
4298,[87]
4299,[87]
4300,[87]
4301,[89]
4302,[89]
4303,[89]
4304,[89]
4305,[91]
4306,"[104, 92, 93]"
4307,"[104, 92, 93]"
4308,"[104, 92, 93]"
4309,"[104, 92, 93]"
4310,"[104, 92, 93]"
4311,"[104, 92, 93]"
4312,"[104, 92, 93]"
4313,"[104, 92, 93]"
4314,"[95, 114]"
4315,"[95, 114]"
4316,[96]
4317,[96]
4318,[99]
4319,[100]
4320,[100]
4321,[100]
4322,[100]
4323,[100]
4324,[100]
4325,[100]
4326,[102]
4327,[102]
4328,[102]
4329,"[114, 103]"
4330,[105]
4331,[105]
4332,[106]
4333,[107]
4334,[107]
4335,[107]
4336,[107]
4337,[107]
4338,[107]
4339,[107]
4340,[107]
4341,[107]
4342,[109]
4343,[109]
4344,[109]
4345,[109]
4346,[110]
4347,[110]
4348,[115]
4349,[115]
4350,[118]
4351,[119]
4352,[119]
4353,[119]
4354,[7]
4355,[32]
4356,[32]
4357,[33]
4358,[33]
4359,[35]
4360,[35]
4361,[35]
4362,[35]
4363,[35]
4364,[35]
4365,[35]
4366,[35]
4367,[35]
4368,[35]
4369,[35]
4370,[35]
4371,[35]
4372,[35]
4373,[35]
4374,[35]
4375,[36]
4376,[36]
4377,[36]
4378,[36]
4379,[36]
4380,[36]
4381,[36]
4382,[36]
4383,[36]
4384,[36]
4385,[40]
4386,[40]
4387,[40]
4388,[40]
4389,[40]
4390,[40]
4391,[42]
4392,[43]
4393,[43]
4394,[43]
4395,[43]
4396,[43]
4397,[43]
4398,[43]
4399,[43]
4400,[43]
4401,[45]
4402,[45]
4403,[45]
4404,[46]
4405,[49]
4406,[50]
4407,[51]
4408,[52]
4409,[52]
4410,[52]
4411,[76]
4412,[76]
4413,"[0, 11]"
4414,"[0, 9]"
4415,"[1, 9]"
4416,"[1, 9]"
4417,"[10, 1]"
4418,"[10, 1]"
4419,[9]
4420,"[114, 103]"
4421,"[114, 103]"
4422,[114]
4423,[114]
4424,"[0, 9]"
4425,"[10, 1]"
4426,"[11, 1]"
4427,"[11, 1]"
4428,[8]
4429,[9]
4430,[9]
4431,[9]
4432,[9]
4433,[11]
4434,[11]
4435,[110]
4436,[110]
4437,[110]
4438,[110]
4439,[110]
4440,[111]
4441,[111]
4442,"[11, 116]"
4443,"[116, 8]"
4444,"[10, 1]"
4445,"[10, 1]"
4446,"[10, 1]"
4447,"[1, 9]"
4448,"[1, 9]"
4449,[31]
4450,[31]
4451,[107]
4452,[107]
4453,[107]
4454,[107]
4455,[110]
4456,[110]
4457,[110]
4458,[110]
4459,[110]
4460,[110]
4461,[111]
4462,[111]
4463,[114]
4464,[115]
4465,[115]
4466,[115]
4467,[115]
4468,[33]
4469,[33]
4470,[51]
4471,[52]
4472,[52]
4473,[52]
4474,[52]
4475,[52]
4476,"[116, 9]"
4477,"[1, 8]"
4478,"[11, 1]"
4479,"[11, 1]"
4480,[9]
4481,"[95, 114]"
4482,"[114, 103]"
4483,[52]
4484,"[0, 9]"
4485,"[11, 116]"
4486,"[10, 116]"
4487,"[11, 1]"
4488,"[1, 9]"
4489,[11]
4490,"[10, 116]"
4491,"[116, 9]"
4492,"[1, 9]"
4493,[8]
4494,[31]
4495,"[95, 114]"
4496,"[95, 114]"
4497,"[114, 103]"
4498,"[114, 103]"
4499,[114]
4500,"[0, 9]"
4501,[8]
4502,[9]
4503,[9]
4504,[9]
4505,[9]
4506,[11]
4507,"[95, 114]"
4508,"[114, 103]"
4509,[33]
4510,"[116, 8]"
4511,"[1, 8]"
4512,[8]
4513,[111]
4514,[114]
4515,[33]
4516,[33]
4517,[33]
4518,"[0, 9]"
4519,"[0, 9]"
4520,"[10, 116]"
4521,"[10, 1]"
4522,"[11, 1]"
4523,"[114, 103]"
4524,[110]
4525,[111]
4526,[33]
4527,[33]
4528,[33]
4529,"[0, 9]"
4530,"[116, 9]"
4531,"[10, 1]"
4532,"[114, 103]"
4533,"[114, 103]"
4534,[104]
4535,[107]
4536,[111]
4537,[115]
4538,[33]
4539,[33]
4540,[33]
4541,[9]
4542,"[116, 8]"
4543,"[10, 116]"
4544,"[10, 116]"
4545,"[116, 8]"
4546,"[116, 8]"
4547,"[11, 116]"
4548,"[10, 116]"
4549,"[1, 9]"
4550,"[1, 9]"
4551,"[1, 9]"
4552,[9]
4553,[9]
4554,[9]
4555,[9]
4556,[9]
4557,[9]
4558,[11]
4559,[31]
4560,[31]
4561,[107]
4562,[110]
4563,[110]
4564,[114]
4565,[115]
4566,[115]
4567,[115]
4568,[115]
4569,[33]
4570,[52]
4571,"[0, 11]"
4572,"[0, 11]"
4573,"[116, 8]"
4574,"[10, 116]"
4575,"[11, 116]"
4576,"[10, 116]"
4577,"[1, 9]"
4578,[11]
4579,"[114, 103]"
4580,[107]
4581,[107]
4582,[107]
4583,[111]
4584,[33]
4585,[33]
4586,[33]
4587,"[0, 9]"
4588,[8]
4589,[9]
4590,[9]
4591,[9]
4592,[104]
4593,[104]
4594,[104]
4595,[111]
4596,[52]
4597,[52]
4598,[52]
4599,"[11, 116]"
4600,"[11, 116]"
4601,"[11, 1]"
4602,"[114, 103]"
4603,"[0, 9]"
4604,"[11, 116]"
4605,"[11, 116]"
4606,"[116, 8]"
4607,"[11, 116]"
4608,"[10, 116]"
4609,"[116, 9]"
4610,"[1, 9]"
4611,[11]
4612,[107]
4613,[107]
4614,[107]
4615,[107]
4616,[107]
4617,[107]
4618,[107]
4619,[107]
4620,[107]
4621,[110]
4622,[110]
4623,[110]
4624,[110]
4625,[110]
4626,"[20, 17, 27, 19]"
4627,"[20, 17, 27, 19]"
4628,[33]
4629,[33]
4630,[51]
4631,[51]
4632,[51]
4633,[51]
4634,[51]
4635,[51]
4636,[51]
4637,[52]
4638,[52]
4639,[52]
4640,[52]
4641,[52]
4642,[52]
4643,[52]
4644,[52]
4645,[52]
4646,[52]
4647,[52]
4648,[52]
4649,[52]
4650,[52]
4651,[52]
4652,[52]
4653,[52]
4654,[52]
4655,[52]
4656,[52]
4657,[52]
4658,[52]
4659,[52]
4660,"[10, 116]"
4661,"[116, 8]"
4662,"[10, 1]"
4663,"[1, 8]"
4664,[11]
4665,[31]
4666,[31]
4667,[84]
4668,"[97, 104]"
4669,[107]
4670,[107]
4671,[107]
4672,[107]
4673,[107]
4674,[110]
4675,[110]
4676,[110]
4677,[111]
4678,[115]
4679,[33]
4680,[33]
4681,[33]
4682,[33]
4683,[52]
4684,"[0, 9]"
4685,"[116, 8]"
4686,"[10, 116]"
4687,"[116, 8]"
4688,"[116, 8]"
4689,"[10, 116]"
4690,[11]
4691,"[0, 11]"
4692,"[0, 9]"
4693,"[102, 21]"
4694,"[77, 102, 21]"
4695,"[88, 77, 106, 21]"
4696,"[77, 102, 21]"
4697,"[88, 77, 106, 21]"
4698,"[88, 77, 106, 21]"
4699,"[88, 77, 21]"
4700,"[88, 77, 21]"
4701,"[88, 107, 21]"
4702,"[102, 21]"
4703,"[102, 21]"
4704,"[79, 90]"
4705,"[79, 90]"
4706,"[79, 90]"
4707,"[79, 90]"
4708,"[79, 90]"
4709,"[79, 90]"
4710,"[79, 90]"
4711,"[79, 90]"
4712,"[79, 90]"
4713,"[79, 90]"
4714,"[79, 90]"
4715,"[79, 90]"
4716,"[79, 90]"
4717,"[79, 90]"
4718,"[79, 90]"
4719,[16]
4720,[16]
4721,[16]
4722,[16]
4723,[16]
4724,"[26, 24]"
4725,"[26, 24]"
4726,"[26, 24]"
4727,"[26, 24]"
4728,"[26, 24]"
4729,[24]
4730,[24]
4731,[24]
4732,"[26, 24]"
4733,[26]
4734,[26]
4735,[28]
4736,[28]
4737,[29]
4738,[29]
4739,[29]
4740,[29]
4741,[29]
4742,[29]
4743,[30]
4744,[31]
4745,[31]
4746,[31]
4747,[31]
4748,[31]
4749,[31]
4750,[31]
4751,[56]
4752,"[65, 110]"
4753,[86]
4754,[87]
4755,[87]
4756,[87]
4757,[87]
4758,[87]
4759,[87]
4760,[87]
4761,[87]
4762,[87]
4763,[87]
4764,[89]
4765,[89]
4766,[89]
4767,"[91, 89]"
4768,[89]
4769,[89]
4770,"[91, 89]"
4771,[89]
4772,[91]
4773,[92]
4774,[92]
4775,"[104, 92, 93]"
4776,"[104, 92, 93]"
4777,"[104, 92, 93]"
4778,"[104, 92, 93]"
4779,[92]
4780,[92]
4781,"[104, 92, 93]"
4782,"[104, 92, 93]"
4783,"[104, 92, 93]"
4784,"[104, 92, 93]"
4785,[94]
4786,[94]
4787,[94]
4788,[94]
4789,[94]
4790,"[95, 114]"
4791,[96]
4792,[96]
4793,[99]
4794,[99]
4795,[99]
4796,[100]
4797,[100]
4798,[100]
4799,[100]
4800,[100]
4801,[100]
4802,[100]
4803,[100]
4804,[102]
4805,[102]
4806,[102]
4807,[102]
4808,[102]
4809,[102]
4810,[102]
4811,[102]
4812,"[114, 103]"
4813,"[114, 103]"
4814,"[114, 103]"
4815,"[118, 103]"
4816,[104]
4817,[105]
4818,[105]
4819,[105]
4820,[105]
4821,[106]
4822,[106]
4823,[106]
4824,[107]
4825,[107]
4826,[107]
4827,[107]
4828,[107]
4829,[107]
4830,[107]
4831,[107]
4832,[109]
4833,[109]
4834,[109]
4835,[109]
4836,[109]
4837,[109]
4838,[109]
4839,[109]
4840,[110]
4841,[110]
4842,[110]
4843,[111]
4844,[112]
4845,[112]
4846,[112]
4847,[112]
4848,[113]
4849,[113]
4850,[113]
4851,[113]
4852,[113]
4853,[115]
4854,[115]
4855,[115]
4856,[115]
4857,[117]
4858,[117]
4859,[117]
4860,[117]
4861,[118]
4862,[118]
4863,[118]
4864,[118]
4865,"[118, 59]"
4866,[119]
4867,[120]
4868,"[121, 122, 5]"
4869,[121]
4870,[122]
4871,[5]
4872,[5]
4873,[7]
4874,[32]
4875,[32]
4876,[32]
4877,[32]
4878,[33]
4879,[33]
4880,[33]
4881,[33]
4882,[33]
4883,[33]
4884,[33]
4885,[33]
4886,[33]
4887,[33]
4888,[33]
4889,[33]
4890,[35]
4891,[35]
4892,[35]
4893,[35]
4894,[35]
4895,[35]
4896,[35]
4897,[35]
4898,[35]
4899,[35]
4900,[35]
4901,[35]
4902,[35]
4903,[35]
4904,[36]
4905,[36]
4906,[36]
4907,[36]
4908,[36]
4909,[36]
4910,[36]
4911,[37]
4912,[37]
4913,[37]
4914,[38]
4915,[38]
4916,[39]
4917,[39]
4918,[39]
4919,[50]
4920,[50]
4921,[50]
4922,[50]
4923,[52]
4924,[52]
4925,[52]
4926,[52]
4927,[52]
4928,[52]
4929,[52]
4930,[52]
4931,[52]
4932,[52]
4933,[52]
4934,[52]
4935,[52]
4936,[52]
4937,[52]
4938,[52]
4939,[52]
4940,[52]
4941,[52]
4942,[52]
4943,[52]
4944,[52]
4945,[52]
4946,[52]
4947,[52]
4948,[52]
4949,[52]
4950,[52]
4951,[53]
4952,[53]
4953,[53]
4954,[53]
4955,[53]
4956,[53]
4957,[59]
4958,[59]
4959,[61]
4960,[61]
4961,[61]
4962,[61]
4963,[61]
4964,[61]
4965,[61]
4966,[61]
4967,[61]
4968,[61]
4969,[61]
4970,[61]
4971,[61]
4972,[61]
4973,[61]
4974,[61]
4975,[61]
4976,[61]
4977,[61]
4978,[61]
4979,[61]
4980,[61]
4981,[61]
4982,[76]
4983,[76]
4984,"[0, 9]"
4985,"[0, 9]"
4986,"[102, 21]"
4987,"[88, 107, 21]"
4988,"[102, 21]"
4989,"[102, 21]"
4990,"[88, 107, 21]"
4991,[82]
4992,[82]
4993,[108]
4994,"[11, 116]"
4995,"[116, 8]"
4996,"[10, 116]"
4997,"[1, 9]"
4998,"[1, 9]"
4999,"[11, 1]"
5000,"[1, 9]"
5001,"[6, 102]"
5002,[6]
5003,[6]
5004,[6]
5005,[6]
5006,[6]
5007,[6]
5008,[6]
5009,[65]
5010,[87]
5011,[87]
5012,[87]
5013,[87]
5014,[87]
5015,[87]
5016,[87]
5017,[89]
5018,[89]
5019,[89]
5020,[89]
5021,[89]
5022,[92]
5023,[94]
5024,[100]
5025,[100]
5026,[102]
5027,[102]
5028,[102]
5029,[102]
5030,[102]
5031,"[114, 103]"
5032,"[118, 103]"
5033,"[118, 103]"
5034,"[118, 103]"
5035,"[118, 103]"
5036,"[118, 103]"
5037,[104]
5038,[118]
5039,"[118, 59]"
5040,[2]
5041,[5]
5042,[33]
5043,[33]
5044,[33]
5045,[35]
5046,[35]
5047,[35]
5048,[35]
5049,[35]
5050,[36]
5051,[36]
5052,[36]
5053,[36]
5054,[36]
5055,[50]
5056,[50]
5057,[53]
5058,[53]
5059,[53]
5060,[53]
5061,[53]
5062,[53]
5063,[53]
5064,[53]
5065,[53]
5066,[53]
5067,[53]
5068,[53]
5069,[53]
5070,[53]
5071,[53]
5072,"[0, 9]"
5073,[82]
5074,[82]
5075,[82]
5076,[82]
5077,[82]
5078,[82]
5079,[82]
5080,[82]
5081,[108]
5082,[108]
5083,[108]
5084,[108]
5085,[108]
5086,[108]
5087,"[11, 116]"
5088,"[116, 8]"
5089,"[10, 116]"
5090,"[116, 8]"
5091,"[10, 116]"
5092,"[18, 1]"
5093,"[98, 1]"
5094,"[18, 1]"
5095,"[11, 1]"
5096,"[10, 1]"
5097,"[1, 9]"
5098,"[1, 9]"
5099,"[10, 1]"
5100,"[10, 1]"
5101,"[1, 9]"
5102,"[1, 9]"
5103,"[1, 8]"
5104,"[1, 8]"
5105,"[95, 1]"
5106,[6]
5107,[6]
5108,[6]
5109,[6]
5110,[6]
5111,[6]
5112,[6]
5113,[8]
5114,[11]
5115,[18]
5116,[18]
5117,[28]
5118,[31]
5119,[81]
5120,[81]
5121,[81]
5122,[81]
5123,[81]
5124,[83]
5125,[84]
5126,[86]
5127,[87]
5128,[87]
5129,[87]
5130,[89]
5131,[89]
5132,[89]
5133,[89]
5134,[89]
5135,[89]
5136,[89]
5137,[89]
5138,[89]
5139,[91]
5140,[91]
5141,[91]
5142,[91]
5143,[91]
5144,[92]
5145,[92]
5146,[92]
5147,[92]
5148,"[104, 92, 93]"
5149,[94]
5150,[94]
5151,[94]
5152,[94]
5153,[94]
5154,"[95, 114]"
5155,"[95, 114]"
5156,[99]
5157,[102]
5158,"[114, 103]"
5159,"[118, 103]"
5160,"[118, 103]"
5161,[104]
5162,[104]
5163,[107]
5164,[107]
5165,[107]
5166,[107]
5167,[107]
5168,[107]
5169,[111]
5170,[113]
5171,[113]
5172,[113]
5173,[113]
5174,[113]
5175,[114]
5176,[115]
5177,[115]
5178,[115]
5179,[115]
5180,[115]
5181,[115]
5182,[118]
5183,[33]
5184,[33]
5185,[33]
5186,[33]
5187,[33]
5188,[33]
5189,[33]
5190,[33]
5191,[33]
5192,[33]
5193,[35]
5194,[35]
5195,[35]
5196,[35]
5197,[35]
5198,[35]
5199,[35]
5200,[35]
5201,[35]
5202,[35]
5203,[35]
5204,[35]
5205,[35]
5206,[36]
5207,[36]
5208,[37]
5209,[45]
5210,[46]
5211,[46]
5212,[46]
5213,[46]
5214,[46]
5215,[47]
5216,[50]
5217,[50]
5218,[50]
5219,[50]
5220,[50]
5221,[50]
5222,[50]
5223,[50]
5224,[50]
5225,[50]
5226,[50]
5227,[50]
5228,[50]
5229,[50]
5230,[52]
5231,[76]
5232,"[0, 9]"
5233,"[98, 1]"
5234,[18]
5235,"[65, 110]"
5236,[65]
5237,"[65, 110]"
5238,[65]
5239,[65]
5240,[86]
5241,[87]
5242,[87]
5243,[87]
5244,[87]
5245,[87]
5246,[87]
5247,[89]
5248,[89]
5249,[89]
5250,"[91, 89]"
5251,[89]
5252,[89]
5253,[92]
5254,[92]
5255,[92]
5256,[92]
5257,[92]
5258,[92]
5259,"[104, 92, 93]"
5260,"[104, 92, 93]"
5261,"[104, 92, 93]"
5262,"[104, 92, 93]"
5263,"[104, 92, 93]"
5264,"[104, 92, 93]"
5265,"[104, 92, 93]"
5266,[94]
5267,[94]
5268,[96]
5269,[96]
5270,[96]
5271,[99]
5272,[99]
5273,[100]
5274,[100]
5275,[102]
5276,[102]
5277,[102]
5278,[102]
5279,[102]
5280,[102]
5281,[102]
5282,[104]
5283,[104]
5284,[105]
5285,[105]
5286,[106]
5287,[106]
5288,[106]
5289,[107]
5290,[107]
5291,[107]
5292,[107]
5293,[109]
5294,[110]
5295,[110]
5296,[110]
5297,[112]
5298,[112]
5299,[112]
5300,[114]
5301,[115]
5302,[115]
5303,[33]
5304,[33]
5305,[35]
5306,[35]
5307,[35]
5308,[35]
5309,[35]
5310,[35]
5311,[35]
5312,[36]
5313,[36]
5314,[36]
5315,[36]
5316,[46]
5317,[46]
5318,[50]
5319,[50]
5320,[50]
5321,[50]
5322,[50]
5323,[50]
5324,[52]
5325,[76]
5326,"[0, 11]"
5327,"[0, 9]"
5328,"[116, 8]"
5329,"[116, 8]"
5330,"[11, 116]"
5331,[8]
5332,[8]
5333,[9]
5334,"[0, 9]"
5335,"[88, 77, 106, 21]"
5336,"[77, 102, 21]"
5337,"[77, 102, 21]"
5338,"[88, 107, 21]"
5339,"[102, 21]"
5340,"[102, 21]"
5341,"[102, 21]"
5342,"[88, 107, 21]"
5343,"[102, 21]"
5344,"[88, 107, 21]"
5345,"[102, 21]"
5346,[82]
5347,[82]
5348,[82]
5349,[82]
5350,"[79, 90]"
5351,"[79, 90]"
5352,"[79, 90]"
5353,"[79, 90]"
5354,"[79, 90]"
5355,"[79, 90]"
5356,"[79, 90]"
5357,"[79, 90]"
5358,"[79, 90]"
5359,"[79, 90]"
5360,"[79, 90]"
5361,"[79, 90]"
5362,"[79, 90]"
5363,"[79, 90]"
5364,"[79, 90]"
5365,"[79, 90]"
5366,"[79, 90]"
5367,"[79, 90]"
5368,"[79, 90]"
5369,"[79, 90]"
5370,[108]
5371,"[11, 116]"
5372,"[10, 116]"
5373,"[1, 9]"
5374,"[1, 9]"
5375,[6]
5376,[6]
5377,[6]
5378,[6]
5379,[6]
5380,"[6, 102]"
5381,[12]
5382,"[12, 16]"
5383,"[12, 16]"
5384,"[12, 16]"
5385,"[12, 16]"
5386,"[12, 16]"
5387,"[12, 16]"
5388,"[12, 16]"
5389,"[12, 16]"
5390,"[12, 16]"
5391,"[12, 16]"
5392,[16]
5393,[16]
5394,[16]
5395,[16]
5396,[16]
5397,[16]
5398,[16]
5399,[16]
5400,[16]
5401,[16]
5402,[16]
5403,[16]
5404,[18]
5405,[18]
5406,[18]
5407,"[26, 24]"
5408,"[26, 24]"
5409,"[26, 24]"
5410,"[26, 24]"
5411,"[26, 24]"
5412,[24]
5413,[24]
5414,[24]
5415,[24]
5416,"[26, 24]"
5417,[26]
5418,[28]
5419,[29]
5420,[29]
5421,[30]
5422,[30]
5423,[31]
5424,[31]
5425,[31]
5426,[31]
5427,"[57, 31]"
5428,[31]
5429,[31]
5430,[31]
5431,[56]
5432,"[101, 65]"
5433,"[65, 110]"
5434,"[101, 65]"
5435,"[101, 65]"
5436,"[101, 65]"
5437,"[101, 65]"
5438,"[65, 110]"
5439,[65]
5440,"[101, 65]"
5441,[65]
5442,[65]
5443,"[101, 65]"
5444,"[65, 110]"
5445,[65]
5446,[65]
5447,"[34, 65]"
5448,"[34, 65]"
5449,"[34, 65]"
5450,[65]
5451,[65]
5452,"[34, 65]"
5453,"[70, 86]"
5454,"[70, 86]"
5455,"[70, 86]"
5456,[81]
5457,[81]
5458,[83]
5459,[83]
5460,[83]
5461,[83]
5462,[84]
5463,[86]
5464,[86]
5465,[86]
5466,[86]
5467,[86]
5468,[86]
5469,[86]
5470,[86]
5471,[86]
5472,[86]
5473,[86]
5474,[86]
5475,[86]
5476,[87]
5477,[87]
5478,[87]
5479,[87]
5480,"[91, 89]"
5481,[89]
5482,[89]
5483,[89]
5484,"[91, 89]"
5485,[89]
5486,[91]
5487,[91]
5488,[92]
5489,[92]
5490,"[104, 92, 93]"
5491,"[104, 92, 93]"
5492,[92]
5493,[92]
5494,"[104, 92, 93]"
5495,"[104, 92, 93]"
5496,"[104, 92, 93]"
5497,"[104, 92, 93]"
5498,"[104, 92, 93]"
5499,[94]
5500,[94]
5501,[94]
5502,[94]
5503,[96]
5504,[96]
5505,[96]
5506,[96]
5507,[96]
5508,[100]
5509,[100]
5510,[100]
5511,[100]
5512,[102]
5513,[102]
5514,[102]
5515,"[118, 103]"
5516,"[118, 103]"
5517,"[118, 103]"
5518,"[118, 103]"
5519,"[118, 103]"
5520,[104]
5521,[104]
5522,[105]
5523,[105]
5524,[105]
5525,[105]
5526,[105]
5527,[106]
5528,[106]
5529,[106]
5530,[106]
5531,[106]
5532,[107]
5533,[107]
5534,[107]
5535,[107]
5536,[107]
5537,[107]
5538,[107]
5539,[109]
5540,[110]
5541,[110]
5542,[110]
5543,[110]
5544,[110]
5545,[110]
5546,[110]
5547,[112]
5548,[112]
5549,[112]
5550,[112]
5551,[113]
5552,[113]
5553,[115]
5554,[115]
5555,[115]
5556,[115]
5557,[115]
5558,[117]
5559,[117]
5560,[117]
5561,[117]
5562,[117]
5563,[117]
5564,[118]
5565,[118]
5566,"[118, 59]"
5567,[119]
5568,[120]
5569,[120]
5570,[120]
5571,[5]
5572,[7]
5573,[32]
5574,[33]
5575,[33]
5576,[33]
5577,[33]
5578,[33]
5579,[33]
5580,[33]
5581,[33]
5582,[35]
5583,[35]
5584,[35]
5585,[35]
5586,[35]
5587,[35]
5588,[35]
5589,[35]
5590,[35]
5591,[35]
5592,[36]
5593,[36]
5594,[36]
5595,[36]
5596,[36]
5597,[36]
5598,[36]
5599,[36]
5600,[36]
5601,[36]
5602,[36]
5603,[36]
5604,[36]
5605,[36]
5606,[36]
5607,[37]
5608,[37]
5609,[37]
5610,[37]
5611,[39]
5612,[39]
5613,[40]
5614,[40]
5615,[40]
5616,[40]
5617,[42]
5618,[43]
5619,[43]
5620,[43]
5621,[43]
5622,[43]
5623,[43]
5624,[43]
5625,[43]
5626,[43]
5627,[43]
5628,[43]
5629,[43]
5630,[43]
5631,[43]
5632,[43]
5633,[43]
5634,[43]
5635,[43]
5636,[43]
5637,[43]
5638,[43]
5639,[43]
5640,[43]
5641,[43]
5642,[43]
5643,[43]
5644,[46]
5645,[46]
5646,[47]
5647,[47]
5648,[47]
5649,[47]
5650,[47]
5651,[47]
5652,[47]
5653,[47]
5654,[48]
5655,[48]
5656,[48]
5657,[48]
5658,[49]
5659,[49]
5660,[49]
5661,[49]
5662,[49]
5663,[49]
5664,[49]
5665,[49]
5666,[49]
5667,[49]
5668,[49]
5669,[49]
5670,[49]
5671,[49]
5672,[49]
5673,[49]
5674,[49]
5675,[49]
5676,[49]
5677,[49]
5678,[49]
5679,[49]
5680,[49]
5681,[49]
5682,[49]
5683,[49]
5684,[49]
5685,[50]
5686,[50]
5687,[51]
5688,[51]
5689,[51]
5690,[52]
5691,[52]
5692,[52]
5693,[52]
5694,[52]
5695,[52]
5696,[52]
5697,[52]
5698,[52]
5699,[52]
5700,[52]
5701,[52]
5702,[52]
5703,[52]
5704,[52]
5705,[52]
5706,[52]
5707,[52]
5708,[52]
5709,[52]
5710,[52]
5711,[52]
5712,[52]
5713,[52]
5714,[52]
5715,[52]
5716,[52]
5717,[52]
5718,[52]
5719,[52]
5720,[53]
5721,[53]
5722,[53]
5723,[53]
5724,[58]
5725,[59]
5726,[59]
5727,[59]
5728,[59]
5729,[61]
5730,[61]
5731,[76]
5732,"[0, 11]"
5733,"[0, 9]"
5734,"[88, 77, 106, 21]"
5735,"[88, 77, 21]"
5736,[108]
